ChEMBL_ID,canonical_smiles,activity_flag,standard_value,pIC50
CHEMBL1213806,O=C1NC(=S)S/C1=C1\C(=O)Nc2ccccc21,inactive,99000.0,4.00436480540245
CHEMBL3098843,O=C1NC(=O)/C(=C/C2=C(Cl)c3ccccc3CCC2)S1,inactive,100000.0,4.0
CHEMBL2316319,O=C1NC(=O)/C(=C/C2=Cc3cc(Br)ccc3OC2)S1,inactive,79500.0,4.0996328713435295
CHEMBL2316334,O=C1NC(=O)/C(=C/C2=Cc3ccccc3OC2)S1,inactive,192200.0,3.7162466166674735
CHEMBL4763026,O=C1NC(=O)/C(=C/c2ccc(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc2)S1,active,1700.0,5.769551078621726
CHEMBL5174358,O=C1NC(=O)/C(=C\c2ccc(OCC(=O)N3N=C(c4ccc(F)cc4)CC3c3ccco3)cc2)S1,inactive,46270.0,4.3347005005001025
CHEMBL1910508,O=C1NC(=O)/C(=C/c2c(-c3ccccc3)[nH]c3ccc(Cl)cc23)S1,active,4500.0,5.346787486224656
CHEMBL1910509,O=C1NC(=O)/C(=C/c2c[nH]c3ccccc23)S1,inactive,87700.0,4.05700040663396
CHEMBL2316320,O=C1NC(=S)S/C1=C\C1=Cc2cc(Br)ccc2OC1,inactive,51000.0,4.292429823902063
CHEMBL2062729,O=C1NC(=S)S/C1=C\C1=Cc2ccccc2OC1,inactive,73100.0,4.13608262304214
CHEMBL4286746,O=C1NC(=S)S/C1=C\c1nc2ccccc2n1Cc1ccccc1F,inactive,50000.0,4.301029995663981
CHEMBL5195245,O=C1N/C(=N\CCc2ccc(F)cc2)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,inactive,50000.0,4.301029995663981
CHEMBL5207059,O=C1N/C(=N\CCc2ccccc2)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive,19470.0,4.710634048479968
CHEMBL5171416,O=C1N/C(=N\Cc2ccc(C(F)(F)F)cc2)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive,100000.0,4.0
CHEMBL5203461,O=C1N/C(=N\Cc2ccc(Cl)cc2)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,inactive,33640.0,4.473144012874125
CHEMBL5205392,O=C1N/C(=N\Cc2ccc(Cl)cc2)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive,100000.0,4.0
CHEMBL5177994,O=C1N/C(=N\Cc2ccc(F)cc2)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,inactive,36500.0,4.437707135543525
CHEMBL5188571,O=C1N/C(=N\Cc2ccc(F)cc2)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive,22390.0,4.64994590642097
CHEMBL5198740,O=C1N/C(=N\Cc2ccc3c(c2)OCO3)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,inactive,50000.0,4.301029995663981
CHEMBL5204335,O=C1N/C(=N\Cc2ccc3c(c2)OCO3)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive,19860.0,4.702020755840637
CHEMBL5178393,O=C1N/C(=N\Cc2cccc(Cl)c2)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,inactive,33740.0,4.4718549217468935
CHEMBL5185164,O=C1N/C(=N\Cc2cccc(Cl)c2)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive,35200.0,4.453457336521869
CHEMBL5203351,O=C1N/C(=N\Cc2ccccc2)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,inactive,48180.0,4.317133204337676
CHEMBL5190348,O=C1N/C(=N\Cc2ccccc2)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive,26880.0,4.570570735618213
CHEMBL5208702,O=C1N/C(=N\Cc2ccccc2Cl)S/C1=C1/CCNC(=O)c2[nH]ccc21,inactive,100000.0,4.0
CHEMBL3818378,OC1(C(F)(F)F)CS/C(=N\c2ccc(C(F)(F)F)cc2)N1CCc1ccccn1,inactive,12770.0,4.893809102736585
CHEMBL3818585,OC1(C(F)(F)F)CS/C(=N\c2ccc(C(F)(F)F)cc2)N1Cc1ccco1,inactive,13110.0,4.8823973083099155
CHEMBL3818184,OC1(C(F)(F)F)CS/C(=N\c2ccc(Cl)c(C(F)(F)F)c2)N1CCN1CCOCC1,active,4150.0,5.3819519032879075
CHEMBL3819049,OC1(C(F)(F)F)CS/C(=N\c2ccc(Cl)c(C(F)(F)F)c2)N1CCc1ccccn1,active,6020.0,5.220403508742176
CHEMBL3818847,OC1(C(F)(F)F)CS/C(=N\c2ccc(Cl)c(C(F)(F)F)c2)N1Cc1ccco1,active,3820.0,5.4179366370882915
CHEMBL3818356,OC1(C(F)(F)F)CS/C(=N\c2ccc(Cl)c(C(F)(F)F)c2)N1Cc1cccs1,active,3570.0,5.447331783887806
CHEMBL3819179,OC1(C(F)(F)F)CS/C(=N\c2ccc(F)c(Cl)c2)N1c1ccccc1,inactive,16830.0,4.773915884024176
CHEMBL3818236,OC1(C(F)(F)F)CS/C(=N\c2ccc(F)cc2)N1c1ccc(F)cc1,inactive,14810.0,4.829444941478791
CHEMBL3819000,OC1(C(F)(F)F)CS/C(=N\c2ccc(F)cc2)N1c1ccccc1,inactive,17120.0,4.766496239658865
CHEMBL3819214,OC1(C(F)(F)F)CS/C(=N\c2cccc(C(F)(F)F)c2)N1c1cccc(C(F)(F)F)c1,active,2840.0,5.546681659952962
CHEMBL3818276,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1C1CC1,inactive,15080.0,4.821598658466245
CHEMBL3818562,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1C1CCCCC1,inactive,13770.0,4.861066059743076
CHEMBL3818785,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1CCN1CCOCC1,inactive,21220.0,4.673254620434678
CHEMBL3819623,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1CCc1c[nH]c2ccccc12,inactive,10610.0,4.974284616098659
CHEMBL3819067,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1CCc1ccccn1,inactive,20050.0,4.697885623043799
CHEMBL3818724,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1Cc1ccco1,active,8260.0,5.083019952679618
CHEMBL3819418,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1Cc1cccs1,inactive,11050.0,4.95663772197887
CHEMBL3818517,OC1(C(F)(F)F)CS/C(=N\c2ccccc2)N1c1ccccc1,inactive,18610.0,4.730253626869233
CHEMBL5273181,O=C1CS/C(=N\c2cc(-c3c[nH]c4ccccc34)nn2-c2ccc(Cl)cc2)N1,inactive,16450.0,4.783834097714007
CHEMBL5289262,O=C1CS/C(=N\c2cc(-c3c[nH]c4ccccc34)nn2-c2cccc(Cl)c2)N1,inactive,11510.0,4.938924676370208
CHEMBL5269501,O=C1CS/C(=N\c2cc(-c3c[nH]c4ccccc34)nn2-c2ccccc2)N1,inactive,22460.0,4.648590248074561
CHEMBL5275057,O=C1CS/C(=N\c2cc(-c3cn(Cc4ccccc4)c4ccccc34)nn2-c2ccc(Cl)cc2)N1,inactive,46350.0,4.333950261519484
CHEMBL5278629,O=C1CS/C(=N\c2cc(-c3cn(Cc4ccccc4)c4ccccc34)nn2-c2cccc(Cl)c2)N1,inactive,50000.0,4.301029995663981
